run_idx,mode,fiber_vf,f_r,mu,sigma,db_t,crc_no,debond_fraction,base_angle,P_eff
180,mixed,0.28798627399443044,0.5635382226537954,0.40945659501191317,2.202231034198979,0.08919627551892143,5,0.21517334349833,2.9198556505706392,0.09720864279219704
181,baseline,0.2619144824123287,0.6171492226167471,0.5345793122135076,1.8430808751363836,0.07259868071573922,0,0.0,3.0280687160340913,0.06601861469713803
182,debond,0.23320755755721997,0.715349534968805,0.6976284109658717,1.619929721222455,0.14961387313480845,0,0.6319215512557879,2.0408022289111662,0.1752262026606317
183,mixed,0.17094923374592283,0.7253348157944304,0.4337122421868157,1.5642227458296512,0.07535491584456791,8,0.5751730302730412,1.5128935845534883,0.1380706088057151
184,debond,0.17159548438335542,0.6272013638236383,0.460160256473534,1.7273788127507261,0.11233639317549854,0,0.15979505525145749,2.818051265366708,0.09517665137052797
185,cracks,0.28574524119968514,0.7272227301638972,0.3285314361947772,2.241849816194802,0.14058059478156332,14,0.0,2.96130511389631,0.06881426790535021
186,debond,0.22663246479996343,0.3074929209698111,0.3057395294671858,2.4276528664529278,0.11559567398800878,0,0.2750185908804864,0.31890915622061766,0.13889587710062995
187,cracks,0.2708347681666038,0.39283173745984423,0.5259798882396671,2.1773277873471963,0.07085409157282654,8,0.0,2.487118321097709,0.09214061424661446
188,cracks,0.22190267576446437,0.644013037563738,0.7885870917934233,1.1356087066433345,0.14016426793777387,10,0.0,2.4758069472712614,0.07048597925024756
189,debond,0.13947410210141775,0.646396353889632,0.5653977389582061,2.11286790861874,0.09385861655416228,0,0.7178777313372973,1.7437843326514628,0.1387634648654117
190,debond,0.18380762969579656,0.7135269378846074,0.5366209011267002,1.8358046158230432,0.09843706299893122,0,0.7338243372819915,2.20043943951593,0.15643058235311327
191,cracks,0.19963513190242108,0.5697713546440065,0.7314388473875415,1.0099101717810042,0.13407675126245916,9,0.0,2.1861889572154105,0.07403210959248728
192,mixed,0.23306010856750223,0.7202829430466959,0.48747893879493376,1.6282252185041128,0.1460613538890678,3,0.22636328224784613,1.1321521759943256,0.10385834785790028
193,baseline,0.10411195398818751,0.32293514342080076,0.6682706502508112,2.4984791241264617,0.1308599583668356,0,0.0,0.2952334522841688,0.08708937818808934
194,mixed,0.19693511092241367,0.7487808799165836,0.31694849958033045,2.0772761748983513,0.11252778554476915,7,0.16612572001802178,2.070383514822485,0.09111918480927132
195,debond,0.19490670528787968,0.5627688070912865,0.6852871951175189,1.316087930844922,0.09351895328011761,0,0.3956720201380579,1.7405290692102937,0.12514991205762055
196,debond,0.15857656502005235,0.7138670358573282,0.5018648510192403,1.7556237651141742,0.07716979523969043,0,0.4544967877966697,3.0630388729018914,0.11955049983499982
197,mixed,0.2583902271359089,0.46544813361878973,0.4585469980283864,1.4488292909514608,0.1086451165175063,12,0.16130335665457607,3.13058439493763,0.09720177498119281
198,mixed,0.24453530692203948,0.7428006723747742,0.5727005577610584,1.0745493776926631,0.08004063971973993,2,0.1324776718985926,2.5822673412636408,0.08372851655156789
199,mixed,0.22173712367711051,0.6290075997268735,0.6945134934069319,2.364733277376553,0.11117401002052739,11,0.20293615116752672,2.1164920788617345,0.1316611789434884
